state_code,county,lat,long,TEST_zipcode,TEST_county,TEST_state,TEST_population,TEST_population_density
CO,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
FL,Bradford,29.952385999999997,-82.166679,32091,Bradford County,FL,15472,116.0
FL,Columbia,30.221651,-82.62337099999999,32025,Columbia County,FL,22380,230.0
FL,DeSoto,27.190580999999998,-81.806253,34266,DeSoto County,FL,31055,48.0
FL,Flagler,29.474890999999996,-81.286253,32110,Flagler County,FL,7600,29.0
FL,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
GA,Barrow,33.992009,-83.712303,30680,Barrow County,GA,37837,413.0
GA,Butts,33.290355,-83.958221,30233,Butts County,GA,23218,149.0
GA,Chattooga,34.474178,-85.34528900000001,30747,Chattooga County,GA,16859,92.0
GA,Clinch,30.917653,-82.702614,31634,Clinch County,GA,5844,21.0
GA,Coffee,31.549245000000003,-82.84494000000001,31533,Coffee County,GA,17494,274.0
GA,Tattnall,32.043768,-82.059208,30453,Tattnall County,GA,9703,79.0
GA,Twiggs,32.665847,-83.42587900000001,31044,Twiggs County,GA,2911,17.0
ID,Valley,44.855959999999996,-115.61806100000001,83638,Valley County,ID,5903,15.0
IL,Champaign,40.138985,-88.196975,61801,Champaign County,IL,30937,5780.0
IL,Jo Daviess,42.362390999999995,-90.21146999999999,61028,Jo Daviess County,IL,1989,19.0
IL,Livingston,40.894376,-88.552852,61764,Livingston County,IL,14460,89.0
IL,Rock Island,41.468421,-90.572125,61201,Rock Island County,IL,39116,2167.0
IL,Stephenson,42.349726000000004,-89.665994,61032,Stephenson County,IL,31651,214.0
IN,Monroe,39.160728999999996,-86.52331,47405,Monroe County,IN,4427,9418.0
IN,Morgan,39.482646,-86.447457,46151,Morgan County,IN,30921,151.0
IN,Putnam,39.665548,-86.853373,46135,Putnam County,IN,20992,126.0
IN,Ripley,39.100226,-85.260494,47037,Ripley County,IN,4333,54.0
IN,Scott,38.679431,-85.751898,47177,Clark County,IN,1221,73.0
IN,Tipton,40.310229,-86.056207,46072,Tipton County,IN,9324,83.0
IA,Cerro Gordo,43.074975,-93.25096500000001,50401,Cerro Gordo County,IA,29837,200.0
IA,Kossuth,43.212478000000004,-94.213983,50522,Kossuth County,IA,857,13.0
IA,Poweshiek,41.684526,-92.522882,50157,Poweshiek County,IA,762,12.0
IA,Scott,41.642078999999995,-90.622289,52806,Scott County,IA,27503,897.0
IA,Sioux,43.082646000000004,-96.17801,51250,Sioux County,IA,8249,115.0
IA,Tama,42.074847999999996,-92.529411,52342,Tama County,IA,3274,36.0
IA,Woodbury,42.39322,-96.053296,51007,Woodbury County,IA,730,22.0
KS,Jackson,39.411145,-95.794485,66509,Jackson County,KS,2596,21.0
KS,Mitchell,39.393026,-98.207362,67420,Mitchell County,KS,4721,11.0
KY,Allen,36.75077,-86.192458,42164,Allen County,KY,16277,65.0
KY,Breathitt,37.517807,-83.31715799999999,41339,Breathitt County,KY,10957,31.0
KY,Hardin,37.695836,-85.963183,40162,Hardin County,KY,6056,107.0
KY,Jessamine,37.873290999999995,-84.58396,40356,Jessamine County,KY,40503,290.0
KY,Oldham,38.400127000000005,-85.456152,40010,Oldham County,KY,587,320.0
LA,Acadia,30.291496999999996,-92.411037,70543,Acadia Parish,LA,4077,55.0
MD,Cecil,39.562354,-75.941585,21921,Cecil County,MD,44471,470.0
MD,St. Mary's,38.220289,-76.530384,20620,St. Mary's County,MD,1443,373.0
MI,Emmet,45.590094,-84.986822,49740,Emmet County,MI,7042,57.0
MI,Gladwin,43.98975,-84.389816,48612,Gladwin County,MI,9259,77.0
MI,Grand Traverse,44.718688,-85.553848,49684,Grand Traverse County,MI,37963,377.0
MI,Roscommon,44.339517,-84.611271,48629,Roscommon County,MI,7854,98.0
MN,Le Sueur,44.373424,-93.730143,56057,Le Sueur County,MN,3867,45.0
MS,Chickasaw,33.933277000000004,-88.947558,38851,Chickasaw County,MS,8408,38.0
MS,Montgomery,33.500714,-89.639625,38967,Montgomery County,MS,7755,42.0
MS,Oktibbeha,33.422313,-88.87615100000001,39759,Oktibbeha County,MS,42108,130.0
MS,Pontotoc,34.227081,-89.037239,38863,Pontotoc County,MS,19788,70.0
MS,Sunflower,33.605529,-90.59509,38778,Sunflower County,MS,1686,24.0
MS,Tate,34.649553000000004,-89.943105,38668,Tate County,MS,14462,93.0
MS,Webster,33.612061,-89.283961,39771,Webster County,MS,127,222.0
NE,Dawson,40.867378,-99.815154,68850,Dawson County,NE,12295,47.0
NH,Sullivan,43.361188,-72.222084,03773,Sullivan County,NH,7841,85.0
NJ,Salem,39.573828000000006,-75.35735600000001,08098,Salem County,NJ,9090,161.0
NM,San Juan,36.511624,-108.324578,87401,San Juan County,NM,46293,355.0
NY,Cortland,42.594039,-76.07624,13101,Cortland County,NY,2508,64.0
NY,Madison,42.910026,-75.663575,13408,Madison County,NY,4280,114.0
NY,St. Lawrence,44.488112,-75.074311,13684,St. Lawrence County,NY,1131,7.0
NC,Cherokee,35.13715,-84.061449,28906,Cherokee County,NC,18475,55.0
NC,Cumberland,35.050191999999996,-78.82871899999999,28301,Cumberland County,NC,17165,1398.0
NC,Davie,35.929355,-80.542552,27028,Davie County,NC,25839,134.0
NC,Granville,36.299884000000006,-78.657634,27565,Granville County,NC,25255,76.0
NC,Henderson,35.336415,-82.479741,28791,Henderson County,NC,14171,862.0
NC,Lee,35.476335999999996,-79.172117,27330,Lee County,NC,37947,185.0
NC,Nash,35.965945,-77.987555,27856,Nash County,NC,17141,132.0
NC,Robeson,34.63921,-79.100881,28360,Robeson County,NC,14263,217.0
NC,Scotland,34.840022999999995,-79.477337,28352,Scotland County,NC,25641,206.0
NC,Union,34.991820000000004,-80.530426,28112,Union County,NC,26311,199.0
OH,Carroll,40.579884,-81.090787,44615,Carroll County,OH,11125,77.0
OH,Clinton,39.430225,-83.795682,45177,Clinton County,OH,22260,129.0
OH,Gallia,38.817046000000005,-82.301746,45631,Gallia County,OH,15048,133.0
OH,Greene,39.687478999999996,-83.894894,45385,Greene County,OH,37247,272.0
OH,Hancock,41.000471000000005,-83.666034,45840,Hancock County,OH,54979,328.0
OH,Portage,41.16897,-81.196962,44266,Portage County,OH,33581,366.0
OH,Wood,41.360183,-83.622682,43451,Wood County,OH,1119,46.0
OK,Muskogee,35.617551,-95.383911,74450,Muskogee County,OK,1948,27.0
OK,Noble,36.384901,-97.236335,73077,Noble County,OK,7135,26.0
PA,Columbia,41.045517,-76.40426,17815,Columbia County,PA,30967,228.0
PA,Dauphin,40.412565,-76.79263399999999,17112,Dauphin County,PA,33850,491.0
PA,Fayette,39.918907,-79.640119,15456,Fayette County,PA,2976,390.0
PA,Mercer,41.300014000000004,-80.252786,16124,Mercer County,PA,2228,80.0
PA,Schuylkill,40.703682,-76.217788,17970,Schuylkill County,PA,3241,2364.0
SC,Colleton,32.835018,-80.655244,29488,Colleton County,SC,22220,97.0
SD,Brown,45.589254,-98.352175,57427,Brown County,SD,620,10.0
TN,Chester,35.420253,-88.61135300000001,38340,Chester County,TN,12935,73.0
TN,Franklin,35.155926,-86.099203,37318,Franklin County,TN,1978,165.0
TN,Gibson,35.991632,-88.933812,38382,Gibson County,TN,9515,55.0
TN,Houston,36.285782,-87.705598,37061,Houston County,TN,5153,54.0
TN,Loudon,35.735085,-84.31408499999999,37774,Loudon County,TN,18321,210.0
TN,Marion,35.133421999999996,-85.618399,37374,Marion County,TN,2047,25.0
TN,McMinn,35.424471999999994,-84.619949,37303,McMinn County,TN,25461,171.0
TN,Perry,35.663752,-87.869326,37096,Perry County,TN,5503,19.0
VA,Amherst,37.629304,-79.154667,24521,Amherst County,VA,10576,46.0
VA,Bedford,37.312257,-79.52722299999999,24523,Bedford County,VA,18952,84.0
VA,Culpeper,38.485929999999996,-77.956476,22714,Culpeper County,VA,1129,51.0
VA,Fluvanna,37.830584,-78.28349399999999,22963,Fluvanna County,VA,15401,127.0
VA,Lee,36.701721,-83.130112,24263,Lee County,VA,7950,66.0
VA,Louisa,37.972704,-77.959795,23117,Louisa County,VA,9141,67.0
VA,Rockingham,38.507585,-78.88532099999999,22802,Harrisonburg city,VA,26293,291.0
WA,Whitman,46.905944,-117.53538999999999,99111,Whitman County,WA,4047,14.0
AL,Franklin,34.441989,-87.842814,35585,Franklin County,AL,1418,36.0
AL,Houston,31.158183,-85.29641099999999,36321,Houston County,AL,1632,236.0
AL,Tallapoosa,32.863308,-85.79961800000001,36861,Tallapoosa County,AL,3264,66.0
AK,Juneau City and Borough,58.37291,-134.17844499999998,99824,Juneau City and Borough,AK,2111,1222.0
AK,Matanuska-Susitna Borough,62.27909399999999,-149.619094,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
CO,La Plata,37.287366999999996,-107.83971799999999,81303,La Plata County,CO,7743,36.0
CO,Logan,40.728091,-103.090464,80736,Logan County,CO,648,6.0
CO,Teller,38.869976,-105.18736499999999,80813,Teller County,CO,2055,19.0
GA,Burke,33.060181,-82.000164,30830,Burke County,GA,13966,39.0
GA,Catoosa,34.900218,-85.139386,30736,Catoosa County,GA,41029,319.0
GA,Harris,32.731549,-84.912432,31822,Harris County,GA,5429,47.0
GA,Liberty,31.807458,-81.457871,31320,Liberty County,GA,8794,76.0
GA,Madison,34.128526,-83.203737,30629,Madison County,GA,4531,61.0
GA,Morgan,33.598696000000004,-83.49943499999999,30650,Morgan County,GA,11708,53.0
GA,Pierce,31.353997999999997,-82.21037,31516,Pierce County,GA,14735,98.0
GA,Washington,32.971843,-82.798112,31089,Washington County,GA,4838,32.0
HI,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
IL,Monroe,38.277983,-90.179078,62298,Monroe County,IL,16609,115.0
IL,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
IN,Dubois,38.373344,-86.873385,47546,Dubois County,IN,21009,170.0
IA,Hancock,43.075410999999995,-93.743697,50423,Hancock County,IA,2976,21.0
IA,Wapello,41.031275,-92.40946600000001,52501,Wapello County,IA,30220,134.0
KS,Bourbon,37.8561,-94.850928,66769,Bourbon County,KS,557,11.0
KS,Lyon,38.455403000000004,-96.161641,66801,Lyon County,KS,28492,97.0
KY,Logan,36.859607000000004,-86.881288,42276,Logan County,KY,14471,72.0
LA,Allen,30.652744000000002,-92.81960500000001,70654,Allen Parish,LA,155,7.0
LA,Grant,31.597787,-92.561716,71423,Grant Parish,LA,4538,35.0
LA,Lincoln,32.601822999999996,-92.66230300000001,71245,Lincoln Parish,LA,4718,672.0
LA,Natchitoches,31.732551,-93.082611,71457,Natchitoches Parish,LA,27809,105.0
LA,Richland,32.413158,-91.74835300000001,71269,Richland Parish,LA,12757,39.0
LA,St. Martin,30.121433000000003,-91.61148100000001,70582,St. Martin Parish,LA,19781,138.0
ME,Knox,44.042045,-69.038514,04854,Knox County,ME,1580,178.0
MD,Garrett,39.547299,-79.274619,21520,Garrett County,MD,2074,34.0
MD,Queen Anne's,39.040693,-76.08240500000001,21617,Queen Anne's County,MD,9907,91.0
MI,Chippewa,46.321819,-84.52063000000001,49788,Chippewa County,MI,6609,853.0
MI,Kalamazoo,42.246266,-85.532854,49001,Kalamazoo County,MI,22095,2867.0
MI,Muskegon,43.289258000000004,-86.751892,49445,Muskegon County,MI,20784,341.0
MI,Newaygo,43.562712,-85.791372,49349,Newaygo County,MI,8087,43.0
MN,Big Stone,45.419925,-96.402226,56240,Big Stone County,MN,1042,7.0
MN,Cass,46.951745,-94.33370500000001,56655,Cass County,MN,1303,12.0
MN,Lac qui Parle,44.999856,-96.176836,56256,Lac qui Parle County,MN,2581,11.0
MN,Sherburne,45.453176,-93.76913,55308,Sherburne County,MN,9064,144.0
MS,Lamar,31.197585999999998,-89.50636899999999,39475,Lamar County,MS,12225,73.0
MS,Marion,31.230166999999998,-89.821712,39429,Marion County,MS,17657,58.0
MS,Tallahatchie,33.954529,-90.17224300000001,38921,Tallahatchie County,MS,5061,36.0
MO,Adair,40.190666,-92.603592,63501,Adair County,MO,21532,105.0
MO,Callaway,38.835547,-91.923446,65251,Callaway County,MO,22437,104.0
MO,Camden,38.026527,-92.765327,65020,Camden County,MO,14286,114.0
MO,Clay,39.315551,-94.421502,64068,Clay County,MO,36280,420.0
MO,Clinton,39.608723,-94.395803,64493,Clinton County,MO,460,17.0
MO,Lafayette,39.068705,-93.802639,64071,Lafayette County,MO,828,23.0
MO,Moniteau,38.633037,-92.583642,65018,Moniteau County,MO,7714,47.0
MO,Perry,37.71113,-89.802125,63775,Perry County,MO,16710,48.0
MO,St. Francois,37.810707,-90.47386800000001,63640,St. Francois County,MO,26335,126.0
MO,Taney,36.649827,-93.042819,65680,Taney County,MO,1201,56.0
NE,Madison,41.909929,-97.60685600000001,68715,Madison County,NE,1446,26.0
NE,Washington,41.533972999999996,-96.224577,68008,Washington County,NE,12285,93.0
NV,Douglas,38.905128999999995,-119.60901899999999,89423,Douglas County,NV,10465,151.0
NM,Chaves,33.361604,-104.469837,88230,Chaves County,NM,5179,21.0
NY,Cayuga,43.008546,-76.574587,13166,Cayuga County,NY,5610,137.0
NY,Oswego,43.461443,-76.209262,13114,Oswego County,NY,6356,101.0
NY,Otsego,42.629776,-75.028841,13807,Otsego County,NY,1199,50.0
NC,Alamance,36.043954,-79.400573,27258,Alamance County,NC,6006,352.0
NC,Richmond,35.004636,-79.75569499999999,28338,Richmond County,NC,4607,32.0
NC,Vance,36.365481,-78.405434,27537,Vance County,NC,24319,127.0
ND,Walsh,48.376979,-97.72223000000001,58270,Walsh County,ND,1950,14.0
OH,Knox,40.403620000000004,-82.422393,43050,Knox County,OH,29050,186.0
OH,Logan,40.387553000000004,-83.766343,43311,Logan County,OH,19240,189.0
OH,Madison,39.896607,-83.400885,43140,Madison County,OH,24066,108.0
OH,Sandusky,41.355319,-83.142776,43420,Sandusky County,OH,30579,227.0
OH,Washington,39.450676,-81.490636,45744,Washington County,OH,2728,50.0
OK,Pontotoc,34.721446,-96.691971,74843,Pontotoc County,OK,340,12.0
OR,Hood River,45.511775,-121.655976,97031,Hood River County,OR,18375,158.0
PA,Cambria,40.510222,-78.71047800000001,15927,Cambria County,PA,1176,247.0
SC,Chester,34.689341999999996,-81.161249,29706,Chester County,SC,19847,73.0
SC,Georgetown,33.417531,-79.29633299999999,29440,Georgetown County,SC,28469,54.0
SC,Oconee,34.748765999999996,-83.06154000000001,29696,Oconee County,SC,4125,178.0
SD,Codington,44.966285,-97.198837,57201,Codington County,SD,24983,77.0
SD,Hughes,44.384452,-99.975684,57536,Hughes County,SD,469,1.0
SD,Lyman,43.894812,-99.841925,57544,Lyman County,SD,419,1.0
SD,Pennington,44.002349,-102.823801,57725,Pennington County,SD,162,1.0
TX,Morris,33.116465999999996,-94.73126500000001,75571,Morris County,TX,2846,27.0
UT,Iron,37.909304,-113.30673999999999,84720,Iron County,UT,19705,63.0
VT,Unknown,,,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND,NOT FOUND
VA,Danville city,36.583334,-79.40807099999999,24540,Danville city,VA,32170,423.0
VA,Rockbridge,37.814516999999995,-79.447754,24450,Rockbridge County,VA,16741,81.0
WA,Adams,47.011238,-118.51286100000002,99169,Adams County,WA,2459,3.0
WA,Douglas,47.741763,-119.694622,98858,Douglas County,WA,1521,4.0
WI,Dodge,43.429628,-88.701939,53039,Dodge County,WI,4863,69.0
AL,Autauga,32.532237,-86.64644,36067,Autauga County,AL,26954,113.0
AL,Morgan,34.454484,-86.846402,35670,Morgan County,AL,7676,75.0
AR,Columbia,33.223038,-93.232843,71753,Columbia County,AR,16848,53.0
AR,Conway,35.265702000000005,-92.68924799999999,72156,Conway County,AR,639,25.0
AR,Crawford,35.583011,-94.23621899999999,72952,Crawford County,AR,2945,58.0
AR,Cross,35.285692,-90.763984,72396,Cross County,AR,13734,51.0
AR,Hempstead,33.735953,-93.664355,71801,Hempstead County,AR,16745,55.0
AR,Hot Spring,34.315177,-92.944147,72104,Hot Spring County,AR,23354,74.0
AR,Lawrence,36.041098,-91.101153,72410,Lawrence County,AR,498,7.0
AR,Pike,34.158190999999995,-93.658659,71958,Pike County,AR,2525,23.0
AR,Stone,35.857001000000004,-92.14048199999999,72560,Stone County,AR,8754,27.0
AR,Union,33.168219,-92.598145,71730,Union County,AR,32213,70.0
AR,White,35.255117999999996,-91.753034,72082,White County,AR,1935,363.0
AR,Woodruff,35.192777,-91.244535,72101,Woodruff County,AR,3378,13.0
CA,Calaveras,38.1839,-120.56144099999999,95249,Calaveras County,CA,4042,48.0
CA,Merced,37.194806,-120.722802,93620,Merced County,CA,9591,55.0
CA,Mono,37.915836,-118.87516699999999,93512,Mono County,CA,277,2.0
CO,Delta,38.861595,-107.864892,81410,Delta County,CO,1655,72.0
CO,Fremont,38.45517,-105.424958,81212,Fremont County,CO,29742,48.0
CO,Huerfano,37.687815,-104.959928,81069,Pueblo County,CO,1888,7.0
GA,Baker,31.31958,-84.454881,39870,Baker County,GA,2238,12.0
GA,Ben Hill,31.740771999999996,-83.14719699999999,31750,Ben Hill County,GA,18687,66.0
GA,Bryan,32.017969,-81.43854300000001,31314,Liberty County,GA,1931,213.0
GA,Camden,30.913358000000002,-81.64201899999999,31569,Camden County,GA,5580,86.0
GA,Colquitt,31.189707000000002,-83.769773,31768,Colquitt County,GA,23617,156.0
GA,Crisp,31.915148,-83.75353100000001,31015,Crisp County,GA,21938,101.0
GA,Fannin,34.866543,-84.31733100000001,30513,Fannin County,GA,11172,75.0
GA,Greene,33.57674,-83.166613,30642,Greene County,GA,11001,56.0
GA,Irwin,31.604306,-83.27703699999999,31774,Irwin County,GA,6714,40.0
GA,Jasper,33.316981,-83.689151,31064,Jasper County,GA,9450,37.0
GA,Macon,32.362686,-84.051231,31068,Macon County,GA,5425,60.0
GA,Meriwether,33.029267,-84.667058,30222,Meriwether County,GA,4042,28.0
GA,Mitchell,31.228996999999996,-84.192038,31730,Mitchell County,GA,9682,38.0
GA,Pulaski,32.238803000000004,-83.48184499999999,31036,Pulaski County,GA,12998,52.0
GA,Seminole,30.93396,-84.867685,39845,Seminole County,GA,7871,40.0
GA,Stephens,34.552914,-83.290216,30577,Stephens County,GA,22230,137.0
GA,Telfair,31.913641,-82.931063,31544,Telfair County,GA,994,10.0
GA,Walton,33.783887,-83.731829,30655,Walton County,GA,24136,280.0
ID,Bannock,42.692921000000005,-112.228982,83250,Bannock County,ID,1637,21.0
ID,Cassia,42.282313,-113.626328,83311,Cassia County,ID,562,5.0
IL,Grundy,41.29241,-88.401054,60444,Grundy County,IL,1761,37.0
IN,Brown,39.195113,-86.230121,47448,Brown County,IN,7505,38.0
IN,Dearborn,39.14832,-84.97349799999999,47001,Dearborn County,IN,10422,143.0
IN,Decatur,39.30598,-85.499831,47240,Decatur County,IN,20832,70.0
IN,Gibson,38.317398,-87.580523,47670,Gibson County,IN,12352,155.0
IN,Jackson,38.911957,-86.042516,47220,Jackson County,IN,5652,68.0
IN,Lawrence,38.839815,-86.48782,47446,Lawrence County,IN,9990,83.0
IN,Montgomery,40.040296000000005,-86.892715,47933,Montgomery County,IN,27937,119.0
IN,Ohio,38.940527,-84.964299,47040,Ohio County,IN,5480,82.0
IN,Porter,41.509914,-87.071313,46385,Porter County,IN,38866,478.0
IN,Starke,41.284478,-86.644636,46534,Starke County,IN,11263,93.0
IN,Sullivan,39.089225,-87.41584300000001,47882,Sullivan County,IN,8430,59.0
IN,Warrick,38.097728000000004,-87.272049,47637,Warrick County,IN,1507,26.0
IA,Buchanan,42.470328,-91.838666,50644,Buchanan County,IA,8648,61.0
IA,Cedar,41.77236,-91.132611,52772,Cedar County,IA,5029,38.0
IA,Jasper,41.685551000000004,-93.054147,50208,Jasper County,IA,20417,124.0
IA,Warren,41.332446000000004,-93.568751,50125,Warren County,IA,19556,119.0
KS,Doniphan,39.788502,-95.147225,66087,Doniphan County,KS,2042,18.0
KS,Pottawatomie,39.382187,-96.337113,66549,Pottawatomie County,KS,1646,10.0
KS,Woodson,37.888193,-95.75846899999999,66783,Woodson County,KS,2230,7.0
KY,Martin,37.796774,-82.506623,41224,Martin County,KY,6414,71.0
KY,McCracken,37.054111,-88.71245400000001,42086,McCracken County,KY,4036,121.0
KY,Menifee,37.935501,-83.589365,40322,Menifee County,KY,3328,28.0
KY,Muhlenberg,37.213815999999994,-87.13409200000001,42367,Muhlenberg County,KY,667,627.0
KY,Simpson,36.740937,-86.581793,42134,Simpson County,KY,16785,79.0
LA,Vernon,31.110563,-93.18151999999999,71446,Vernon Parish,LA,22762,38.0
ME,Waldo,44.505834,-69.138952,04915,Waldo County,ME,8806,121.0
MI,Hillsdale,41.927461,-84.637479,49242,Hillsdale County,MI,15248,168.0
MI,Isabella,43.645233000000005,-84.839424,48858,Isabella County,MI,50025,289.0
MI,Kalkaska,44.678881,-85.088992,49646,Kalkaska County,MI,8229,37.0
MI,Lapeer,43.088633,-83.224325,48412,Lapeer County,MI,5682,114.0
MI,Manistee,44.350386,-86.602967,49675,Manistee County,MI,1030,85.0
MS,Choctaw,33.345964,-89.25133199999999,39772,Choctaw County,MS,1793,25.0
MS,Newton,32.40197,-89.118412,39327,Newton County,MS,4190,40.0
MS,Noxubee,33.106508000000005,-88.566004,39341,Noxubee County,MS,7156,19.0
MO,Cape Girardeau,37.384141,-89.68565799999999,63701,Cape Girardeau County,MO,36812,285.0
MO,Franklin,38.413003,-91.07283199999999,63013,Franklin County,MO,1589,42.0
MO,Jefferson,38.25763,-90.543681,63050,Jefferson County,MO,15716,174.0
MO,Pemiscot,36.209916,-89.785942,63827,Pemiscot County,MO,829,9.0
MT,Jefferson,46.124232,-112.059428,59632,Jefferson County,MT,1939,4.0
NE,Saunders,41.223388,-96.64209699999999,68066,Saunders County,NE,5640,62.0
NM,Cibola,34.928272,-107.99268,87014,Cibola County,NM,654,3.0
NM,Curry,34.572984000000005,-103.346055,88101,Curry County,NM,45006,85.0
NY,Chemung,42.15528,-76.747179,14816,Chemung County,NY,520,135.0
NY,Orleans,43.502287,-78.229726,14571,Orleans County,NY,1176,64.0
NC,Jackson,35.281052,-83.119962,28723,Jackson County,NC,11329,101.0
NC,Montgomery,35.334415,-79.906602,27209,Montgomery County,NC,3933,86.0
NC,Randolph,35.709915,-79.80621500000001,27203,Randolph County,NC,21108,964.0
NC,Transylvania,35.210103000000004,-82.816666,28712,Transylvania County,NC,19347,154.0
ND,Dunn,47.354557,-102.61232199999999,58626,Dunn County,ND,262,2.0
OH,Champaign,40.132775,-83.767604,43078,Champaign County,OH,20885,137.0
OH,Crawford,40.848524,-82.92478299999999,44820,Crawford County,OH,18102,113.0
OH,Fairfield,39.747694,-82.626685,43130,Fairfield County,OH,59570,368.0
OH,Highland,39.184422,-83.601359,45133,Highland County,OH,23900,75.0
OK,Mayes,36.303804,-95.235638,74361,Mayes County,OK,16293,95.0
OK,Wagoner,35.963479,-95.514098,74454,Wagoner County,OK,3179,29.0
OR,Clatsop,46.024509,-123.705037,97103,Clatsop County,OR,16859,113.0
PA,Armstrong,40.81238,-79.464129,16201,Armstrong County,PA,18214,159.0
PA,Bradford,41.791503999999996,-76.502123,18850,Bradford County,PA,2357,39.0
PA,Carbon,40.918366999999996,-75.705039,18229,Carbon County,PA,8498,137.0
PA,Clearfield,41.000249,-78.473749,16837,Clearfield County,PA,186,220.0
PA,Juniata,40.530673,-77.400438,17082,Juniata County,PA,3588,62.0
PA,Somerset,39.981297,-79.028486,15501,Somerset County,PA,16861,126.0
SC,Chesterfield,34.637018,-80.159227,29584,Chesterfield County,SC,2563,24.0
SD,Brookings,44.376675,-96.797797,57006,Brookings County,SD,24530,158.0
TN,Claiborne,36.501571999999996,-83.660698,37752,Claiborne County,TN,6516,126.0
TN,DeKalb,35.982219,-85.833596,37166,DeKalb County,TN,13446,87.0
TN,Grundy,35.393386,-85.710379,37313,Grundy County,TN,1731,51.0
TN,Hardin,35.201893,-88.185696,38372,Hardin County,TN,17595,55.0
TN,Lincoln,35.142784000000006,-86.59340300000001,37334,Lincoln County,TN,21700,85.0
TN,Madison,35.606056,-88.833424,38301,Madison County,TN,36613,222.0
TN,Overton,36.34485,-85.283076,38570,Overton County,TN,9898,93.0
TN,Weakley,36.303596,-88.721194,38225,Weakley County,TN,6283,57.0
TX,Chambers,29.696374,-94.669445,77514,Chambers County,TX,4942,23.0
TX,Comal,29.805490999999996,-98.260544,78132,Comal County,TX,19139,103.0
TX,Falls,31.251929999999998,-96.934127,76632,Falls County,TX,1778,30.0
TX,Grayson,33.624524,-96.67569300000001,75092,Grayson County,TX,22839,202.0
TX,Hidalgo,26.396384,-98.18099000000001,78542,Hidalgo County,TX,63293,373.0
TX,Jefferson,29.854,-94.149331,77705,Jefferson County,TX,40475,171.0
TX,Nueces,27.740032,-97.516214,78406,Nueces County,TX,1413,110.0
TX,Parker,32.777096,-97.80590500000001,76086,Parker County,TX,20196,1376.0
TX,Victoria,28.79637,-96.971198,77901,Victoria County,TX,41548,2100.0
VT,Caledonia,44.468790999999996,-72.11216800000001,05828,Caledonia County,VT,1928,36.0
VT,Orleans,44.828441999999995,-72.25163,05845,Orleans County,VT,1096,26.0
VA,Chesapeake city,36.679376,-76.301788,23322,Chesapeake city,VA,60473,401.0
VA,Halifax,36.766461,-78.939614,24558,Halifax County,VA,6347,68.0
WV,Berkeley,39.447938,-78.037754,25401,Berkeley County,WV,14622,2494.0
WV,Harrison,39.279182,-80.386498,26301,Harrison County,WV,30435,410.0
WV,Preston,39.46903,-79.668865,26537,Preston County,WV,5721,139.0
WV,Wood,39.211602,-81.516234,26142,Wood County,WV,2574,203.0
WY,Sweetwater,41.660328,-108.875677,82901,Sweetwater County,WY,27971,20.0
AL,Blount,33.977358,-86.56644,35049,Blount County,AL,3996,94.0
AL,Butler,31.751666999999998,-86.681969,36033,Butler County,AL,4299,18.0
AL,Cherokee,34.069515,-85.65424200000001,35960,Cherokee County,AL,10087,71.0
AL,Chilton,32.854051,-86.726607,35171,Chilton County,AL,3281,111.0
AL,Clay,33.2704,-85.863525,36266,Clay County,AL,5582,31.0
AL,Cleburne,33.671964,-85.516126,36264,Cleburne County,AL,8659,37.0
AL,Colbert,34.703112,-87.801457,35674,Colbert County,AL,18475,97.0
AL,Dallas,32.33354,-87.114356,36767,Dallas County,AL,2012,17.0
AL,Etowah,34.047641,-86.034263,35904,Etowah County,AL,14194,307.0
AL,Lawrence,34.529776,-87.321865,35650,Lawrence County,AL,13971,66.0
AL,Marshall,34.309564,-86.321668,35976,Marshall County,AL,16272,127.0
AL,Pickens,33.296793,-88.096863,35447,Pickens County,AL,3460,24.0
AL,Pike,31.798651,-85.941604,36079,Pike County,AL,9339,47.0
AL,Russell,32.289811,-85.18698,36875,Russell County,AL,4622,33.0
AL,Wilcox,31.990082,-87.304935,36726,Wilcox County,AL,4814,18.0
AR,Drew,33.587241999999996,-91.722778,71655,Drew County,AR,15387,43.0
CA,Inyo,36.561977,-117.403927,92328,Inyo County,CA,445,1.0
CA,Sutter,39.036190000000005,-121.70393999999999,95993,Sutter County,CA,36067,422.0
CO,Otero,37.884170000000005,-103.72126,81067,Otero County,CO,5670,19.0
FL,Gadsden,30.578687,-84.612607,32352,Gadsden County,FL,6638,69.0
GA,Decatur,30.880643,-84.58389,39817,Decatur County,GA,10894,74.0
GA,Dodge,32.164369,-83.167866,31023,Dodge County,GA,15383,54.0
GA,Jackson,34.130905,-83.562557,30549,Jackson County,GA,22500,206.0
GA,Jones,33.021664,-83.562196,31032,Jones County,GA,13993,92.0
GA,Long,31.749563000000002,-81.74287,31316,Long County,GA,9749,34.0
